"","Family","Genus","sci_name","nutrient_data","ctmax_estimate","gl_fish","mean_temp","sd_temp"
"530","Leuciscidae","Lavinia","Lavinia exilicauda",NA,"Y",NA,16.8990330974805,4.65060763464175
"531","Pimelodidae","Leiarius","Leiarius marmoratus","Y",NA,NA,26.4461999355112,1.76456616996245
"532","Leiognathidae","Leiognathus","Leiognathus brevirostris","Y",NA,NA,28.3535703992396,1.5737231693507
"533","Cobitidae","Lepidocephalichthys","Lepidocephalichthys guntea","Y",NA,NA,26.0443296478311,6.98670200730409
"534","Leuciscidae","Lepidomeda","Lepidomeda copei",NA,"Y",NA,11.4282225846054,5.17937197000642
"535","Leuciscidae","Lepidomeda","Lepidomeda mollispinis",NA,"Y",NA,19.8356688282062,3.18988488792775
"536","Nototheniidae","Lepidonotothen","Lepidonotothen squamifrons","Y","Y",NA,1.44105329971884,1.90126853058355
"537","Pleuronectidae","Lepidopsetta","Lepidopsetta bilineata","Y","Y",NA,8.16515248540375,4.82397092495437
"538","Trichiuridae","Lepidopus","Lepidopus caudatus","Y",NA,NA,17.9645650759307,3.75559389106163
"539","Scophthalmidae","Lepidorhombus","Lepidorhombus boscii","Y",NA,NA,21.2588570301217,3.06163030119835
"540","Scophthalmidae","Lepidorhombus","Lepidorhombus whiffiagonis","Y",NA,NA,18.5783640758065,5.6507888367605
"541","Macrouridae","Lepidorhynchus","Lepidorhynchus denticulatus","Y",NA,NA,13.8558433688975,2.41149980052029
"542","Lepisosteidae","Lepisosteus","Lepisosteus oculatus",NA,NA,"Y",19.9518547085276,4.75748122079246
"543","Lepisosteidae","Lepisosteus","Lepisosteus osseus",NA,NA,"Y",18.8600712772141,6.35588139266589
"544","Lepisosteidae","Lepisosteus","Lepisosteus platostomus",NA,NA,"Y",18.6694891337369,4.85292301235236
"545","Centrarchidae","Lepomis","Lepomis auritus","Y",NA,NA,17.6537229522732,7.52385690637507
"546","Centrarchidae","Lepomis","Lepomis cyanellus",NA,"Y","Y",19.2251676759166,5.94166805075942
"547","Centrarchidae","Lepomis","Lepomis gibbosus","Y","Y","Y",12.8239725617623,6.33733543895294
"548","Centrarchidae","Lepomis","Lepomis gulosus",NA,"Y","Y",22.0201744216978,4.34088103293422
"549","Centrarchidae","Lepomis","Lepomis humilis",NA,"Y","Y",19.0317252489789,5.17892809260793
"550","Centrarchidae","Lepomis","Lepomis macrochirus","Y","Y","Y",20.4557510706777,5.21038377355608
"551","Centrarchidae","Lepomis","Lepomis megalotis",NA,"Y","Y",20.371700457244,5.58699883800644
"552","Centrarchidae","Lepomis","Lepomis microlophus","Y","Y","Y",23.2332223018637,3.39088689504385
"553","Anostomidae","Leporinus","Leporinus friderici","Y",NA,NA,25.7162702375037,2.73083916341612
"554","Cyprinidae","Leptobarbus","Leptobarbus hoevenii","Y",NA,NA,27.0245190638417,1.22232415121215
"555","Polynemidae","Leptomelanosoma","Leptomelanosoma indicum","Y",NA,NA,28.1200930753669,1.81231978427086
"556","Petromyzontidae","Lethenteron","Lethenteron appendix",NA,NA,"Y",14.3576681043747,5.88753702066828
"557","Lethrinidae","Lethrinus","Lethrinus enigmaticus","Y",NA,NA,26.4970951987858,2.34238878609005
"558","Lethrinidae","Lethrinus","Lethrinus mahsena","Y",NA,NA,28.2029186395699,2.24779896787538
"559","Lethrinidae","Lethrinus","Lethrinus microdon","Y",NA,NA,28.2064471873926,2.09729954207742
"560","Lethrinidae","Lethrinus","Lethrinus nebulosus","Y",NA,NA,25.9180853905359,2.87011979854103
"561","Lethrinidae","Lethrinus","Lethrinus olivaceus","Y",NA,NA,28.014718846421,1.89368240487453
"562","Lethrinidae","Lethrinus","Lethrinus variegatus","Y",NA,NA,27.9674051504049,2.0002984811255
"563","Lethrinidae","Lethrinus","Lethrinus xanthochilus","Y",NA,NA,27.9536676493509,1.81591844576874
"564","Leuciscidae","Leuciscus","Leuciscus aspius","Y",NA,NA,13.241288044177,6.17641557056822
"565","Leuciscidae","Leuciscus","Leuciscus idus","Y","Y",NA,7.44726835311629,7.14404821256252
"566","Leuciscidae","Leuciscus","Leuciscus vorax","Y",NA,NA,28.9593391771599,6.12201585810211
"567","Pleuronectidae","Limanda","Limanda aspera","Y",NA,NA,6.42329680419266,5.22663565202563
"568","Poeciliidae","Limia","Limia melanonotata",NA,"Y",NA,25.6587057583549,2.35676455886585
"569","Blenniidae","Lipophrys","Lipophrys pholis",NA,"Y",NA,14.740321013282,4.55359254325594
"570","Blenniidae","Lipophrys","Lipophrys trigloides",NA,"Y",NA,22.5229493738772,2.99163397722277
"571","Sparidae","Lithognathus","Lithognathus mormyrus","Y",NA,NA,23.8905126159023,3.78970628510955
"572","Mugilidae","Liza","Liza carinata","Y",NA,NA,26.026523714577,4.38748113988058
"573","Lophiidae","Lophius","Lophius budegassa","Y",NA,NA,20.7358506148562,4.47614207866442
"574","Lophiidae","Lophius","Lophius piscatorius","Y",NA,NA,15.4070327884357,5.78762911565786
"575","Loricariidae","Loricaria","Loricaria tucumanensis",NA,"Y",NA,22.1122838558634,3.89658604983125
"576","Gadidae","Lota","Lota lota","Y","Y","Y",5.42673994115876,6.16966584168854
"577","Fundulidae","Lucania","Lucania parva",NA,"Y",NA,24.6731509786266,4.24938278508206
"578","Lutjanidae","Lutjanus","Lutjanus apodus",NA,"Y",NA,27.571965255856,1.56769975427053
"579","Lutjanidae","Lutjanus","Lutjanus argentimaculatus","Y",NA,NA,25.955168134836,2.89118269667447
"580","Lutjanidae","Lutjanus","Lutjanus bohar","Y",NA,NA,27.6223077585553,1.87455334511449
"581","Lutjanidae","Lutjanus","Lutjanus buccanella","Y",NA,NA,27.5211940984787,1.41160717299254
"582","Lutjanidae","Lutjanus","Lutjanus campechanus","Y",NA,NA,27.3045423222588,2.12715730405932
"583","Lutjanidae","Lutjanus","Lutjanus fulviflamma","Y",NA,NA,26.9078365775536,2.31893033330867
"584","Lutjanidae","Lutjanus","Lutjanus fulvus","Y",NA,NA,27.7781061224046,1.89295294073513
"585","Lutjanidae","Lutjanus","Lutjanus gibbus","Y",NA,NA,27.3098273106694,2.14249055800396
"586","Lutjanidae","Lutjanus","Lutjanus guttatus",NA,"Y",NA,26.6067145526745,2.42317081963981
"587","Lutjanidae","Lutjanus","Lutjanus johnii","Y",NA,NA,27.5526850285776,0.807567196536243
"588","Lutjanidae","Lutjanus","Lutjanus kasmira","Y",NA,NA,25.9048510639024,2.74228232568632
"589","Lutjanidae","Lutjanus","Lutjanus lutjanus","Y",NA,NA,24.9079346485011,3.04661613478021
"590","Lutjanidae","Lutjanus","Lutjanus malabaricus","Y","Y",NA,28.0294743090813,2.11044112323844
"591","Lutjanidae","Lutjanus","Lutjanus peru","Y",NA,NA,24.332265183069,4.65832052917772
"592","Lutjanidae","Lutjanus","Lutjanus purpureus","Y",NA,NA,27.743961108835,1.06330798700914
"593","Lutjanidae","Lutjanus","Lutjanus synagris","Y",NA,NA,27.2984755846636,1.76374973292454
"594","Lutjanidae","Lutjanus","Lutjanus vitta","Y","Y",NA,27.800830167582,2.1674112846918
"595","Leuciscidae","Luxilus","Luxilus chrysocephalus",NA,"Y","Y",18.5562909985234,4.89076148376377
"596","Leuciscidae","Luxilus","Luxilus cornutus",NA,"Y","Y",10.3359986491613,6.33199207848724
"597","Leuciscidae","Luxilus","Luxilus zonatus",NA,"Y",NA,20.5344057591884,1.9172060429368
"598","Leuciscidae","Lythrurus","Lythrurus umbratilis",NA,"Y","Y",18.6252593663904,4.594722424716
"599","Leuciscidae","Macrhybopsis","Macrhybopsis storeriana",NA,NA,"Y",17.7259552236146,5.28954094064299
"600","Sciaenidae","Macrodon","Macrodon ancylodon","Y",NA,NA,25.5420484377245,2.95578902785698
"601","Mastacembelidae","Macrognathus","Macrognathus aculeatus","Y",NA,NA,26.7410234550228,1.93572678824499
"602","Mastacembelidae","Macrognathus","Macrognathus pancalus","Y",NA,NA,26.3490202254419,3.68341036289206
"603","Macrouridae","Macrourus","Macrourus berglax","Y",NA,NA,3.73874742677692,5.13934666441901
"604","Merlucciidae","Macruronus","Macruronus magellanicus","Y",NA,NA,14.6691321456502,1.04885900158078
"605","Merlucciidae","Macruronus","Macruronus novaezelandiae","Y",NA,NA,14.103750880531,2.30034738031247
"606","Labrisomidae","Malacoctenus","Malacoctenus gigas",NA,"Y",NA,26.7194376623438,2.84491311668195
"607","Labrisomidae","Malacoctenus","Malacoctenus zonifer",NA,"Y",NA,26.8633223110557,1.88130326031037
"608","Osmeridae","Mallotus","Mallotus villosus","Y",NA,NA,6.61877774477703,4.63731499506038
"609","Achiropsettidae","Mancopsetta","Mancopsetta maculata","Y",NA,NA,4.79443224514541,3.29839276096671
"610","Leuciscidae","Margariscus","Margariscus margarita",NA,NA,"Y",12.1095976355074,4.63036083043799
"611","Mastacembelidae","Mastacembelus","Mastacembelus armatus","Y",NA,NA,26.3519221250634,5.86723974360713
"612","Mastacembelidae","Mastacembelus","Mastacembelus mastacembelus","Y",NA,NA,26.2843316294188,4.51494282071699
"613","Leuciscidae","Meda","Meda fulgida",NA,"Y",NA,22.319561565955,3.85951841670476
"614","Carangidae","Megalaspis","Megalaspis cordyla","Y",NA,NA,28.0477310136784,2.22538376532967
"615",NA,"Megaleporinus","Megaleporinus elongatus","Y",NA,NA,24.0583157083609,1.09255178799617
"616","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Y",NA,NA,12.7712721746893,3.42102265867539
"617","Melanotaeniidae","Melanotaenia","Melanotaenia duboulayi",NA,"Y",NA,23.1461888430745,2.3735028647965
"618","Melanotaeniidae","Melanotaenia","Melanotaenia splendida",NA,"Y",NA,28.7422149391781,1.88684938142553
"619","Atherinopsidae","Menidia","Menidia beryllina",NA,"Y",NA,24.7790144779691,3.9266719637005
"620","Sciaenidae","Menticirrhus","Menticirrhus americanus","Y",NA,NA,26.5718307103675,2.90930425116889
"621","Gadidae","Merlangius","Merlangius merlangus","Y",NA,NA,14.6919423577173,2.21895400447547
"622","Merlucciidae","Merluccius","Merluccius albidus","Y",NA,NA,18.1246657464437,5.57096857856209
"623","Merlucciidae","Merluccius","Merluccius australis","Y",NA,NA,12.736463066439,2.84333390275251
"624","Merlucciidae","Merluccius","Merluccius gayi","Y",NA,NA,15.5385158034772,1.09704242721901
"625","Merlucciidae","Merluccius","Merluccius hubbsi","Y",NA,NA,14.7218545119346,2.5594742670155
"626","Merlucciidae","Merluccius","Merluccius merluccius","Y",NA,NA,17.1791148984381,4.65207530079637
"627","Merlucciidae","Merluccius","Merluccius productus","Y",NA,NA,12.5741011988969,2.00144157478735
"628",NA,"Mesoheros","Mesoheros festae","Y",NA,NA,23.0054267199869,2.96262826339811
"629","Cyprinidae","Mesopotamichthys","Mesopotamichthys sharpeyi","Y",NA,NA,30.762175044546,3.60795538141702
"630","Characidae","Metynnis","Metynnis maculatus","Y",NA,NA,27.767236315676,1.20608436228711
"631","Characidae","Metynnis","Metynnis mola","Y",NA,NA,26.076030995118,2.47730929589898
"632","Soleidae","Microchirus","Microchirus azevia","Y",NA,NA,23.1216437017645,2.56732601039831
"633","Soleidae","Microchirus","Microchirus variegatus","Y",NA,NA,14.3906873703274,3.12780225051662
"634","Gadidae","Microgadus","Microgadus tomcod","Y","Y",NA,16.3831420438092,4.4783507668527
"635","Gadidae","Micromesistius","Micromesistius australis","Y",NA,NA,10.4750516863245,2.00981819268639
"636","Gadidae","Micromesistius","Micromesistius poutassou","Y",NA,NA,15.0335283972092,5.07417254950265
"637","Sciaenidae","Micropogonias","Micropogonias furnieri","Y",NA,NA,26.6684358926321,3.34838443335124
"638","Sciaenidae","Micropogonias","Micropogonias undulatus","Y",NA,NA,25.4851364941288,3.49992001590436
"639","Centrarchidae","Micropterus","Micropterus dolomieu","Y","Y","Y",11.2631790024332,7.09554860769862
"640","Centrarchidae","Micropterus","Micropterus punctulatus",NA,"Y",NA,21.6578572592778,3.80502689834859
"641","Centrarchidae","Micropterus","Micropterus salmoides","Y","Y","Y",15.9763913934579,8.16270129870547
"642","Pleuronectidae","Microstomus","Microstomus kitt","Y",NA,NA,12.7850984211919,2.79304473026452
"643","Pleuronectidae","Microstomus","Microstomus pacificus","Y",NA,NA,8.32595246227577,5.62395892500258
"644","Catostomidae","Minytrema","Minytrema melanops","Y","Y","Y",20.34478605672,4.82711920807609
"645","Cobitidae","Misgurnus","Misgurnus fossilis",NA,"Y",NA,11.746465329635,6.00127691251344
"646","Gadidae","Molva","Molva dypterygia","Y",NA,NA,14.302993987204,8.17032807133604
"647","Gadidae","Molva","Molva molva","Y",NA,NA,10.68794338428,3.65780548040774
"648","Monacanthidae","Monacanthus","Monacanthus chinensis",NA,"Y",NA,27.6645712416186,2.3565131548797
"649","Synbranchidae","Monopterus","Monopterus albus","Y",NA,NA,23.0561812181448,6.92486295451437
"650","Synbranchidae","Monopterus","Monopterus cuchia","Y",NA,NA,24.8660968724358,4.58616125999201
"651","Euphorbiaceae","Monotaxis","Monotaxis grandoculis","Y",NA,NA,27.6906817533666,2.11646521813006
"652","Moridae","Mora","Mora moro","Y",NA,NA,14.9442349716995,2.88585601980022
"653","Mormyridae","Mormyrus","Mormyrus rume","Y",NA,NA,26.6526702830174,2.35408477952218
"654","Moronidae","Morone","Morone americana","Y","Y","Y",12.3156284185628,7.61617431439263
"655","Moronidae","Morone","Morone chrysops","Y","Y","Y",16.7554246143596,6.90356313656838
"656","Moronidae","Morone","Morone mississippiensis",NA,NA,"Y",20.6869364269187,4.63816322946934
"657","Moronidae","Morone","Morone saxatilis","Y","Y",NA,12.4045750960118,10.8447675689624
"658","Catostomidae","Moxostoma","Moxostoma anisurum",NA,NA,"Y",10.7515342816902,7.13458428752356
"659","Catostomidae","Moxostoma","Moxostoma carinatum","Y",NA,"Y",17.0001980337183,5.95435865809302
"660","Catostomidae","Moxostoma","Moxostoma duquesnii",NA,NA,"Y",18.2881817700974,4.19999578118658
"661","Catostomidae","Moxostoma","Moxostoma erythrurum",NA,"Y","Y",16.7047456766027,5.26024680362628
"662","Catostomidae","Moxostoma","Moxostoma macrolepidotum",NA,"Y","Y",9.54554012316058,6.86092962179783
"663","Catostomidae","Moxostoma","Moxostoma robustum",NA,"Y",NA,22.0336284807861,3.72504137443417
"664","Catostomidae","Moxostoma","Moxostoma valenciennesi",NA,NA,"Y",12.4487534193326,5.11153186902277
"665","Mugilidae","Mugil","Mugil cephalus","Y","Y",NA,25.1823192600569,5.63908372174739
"666","Mugilidae","Mugil","Mugil curema","Y","Y",NA,25.3485211934732,4.02474722857093
"667","Mugilidae","Mugil","Mugil liza","Y",NA,NA,27.1490395053409,2.4359808463621
"668","Mullidae","Mullus","Mullus barbatus","Y","Y",NA,21.8194930394539,2.4532466545264
"669","Mullidae","Mullus","Mullus surmuletus","Y","Y",NA,21.3158894589454,2.48170937204875
"670","Triakidae","Mustelus","Mustelus antarcticus","Y",NA,NA,18.0623746956224,3.29530951009323
"671","Triakidae","Mustelus","Mustelus lenticulatus","Y",NA,NA,14.5122067413072,2.93189877992959
"672","Serranidae","Mycteroperca","Mycteroperca acutirostris","Y",NA,NA,26.8518763195503,2.14799855100782
"673","Serranidae","Mycteroperca","Mycteroperca bonaci","Y",NA,NA,27.2259901425114,1.8464913250865
"674","Serranidae","Mycteroperca","Mycteroperca olfax","Y",NA,NA,24.5894847212375,1.82170804209905
"675","Serranidae","Mycteroperca","Mycteroperca rubra","Y",NA,NA,24.9534657502285,2.25755930297787
"676","Leuciscidae","Mylopharodon","Mylopharodon conocephalus",NA,"Y",NA,16.1738771318229,4.81119074261877
"677","Characidae","Myloplus","Myloplus levis","Y",NA,NA,26.4561925302073,2.61815458783784
"678",NA,NA,"Mylossoma duriventre",NA,NA,NA,27.4376262336995,2.14487891630122
"679","Cottidae","Myoxocephalus","Myoxocephalus quadricornis","Y",NA,NA,2.39190995257551,3.36495857827596
"680","Cottidae","Myoxocephalus","Myoxocephalus scorpius","Y",NA,NA,11.5570121689214,5.06145066052422
"681","Cottidae","Myoxocephalus","Myoxocephalus thompsonii",NA,NA,"Y",8.76686060369804,5.78633059976945
"682","Cyprinidae","Mystacoleucus","Mystacoleucus marginatus","Y",NA,NA,26.5613631201983,3.05925633012994
"683","Bagridae","Mystus","Mystus atrifasciatus","Y",NA,NA,27.2748115585727,2.02598239863918
"684","Bagridae","Mystus","Mystus bleekeri","Y",NA,NA,24.080814116614,6.20002119056351
"685","Bagridae","Mystus","Mystus cavasius","Y",NA,NA,20.2167420145421,7.76273939462418
"686","Bagridae","Mystus","Mystus gulio","Y",NA,NA,27.8242750948645,2.39252179491065
"687","Bagridae","Mystus","Mystus tengara","Y",NA,NA,26.6684292519864,4.31345168320083
"688","Bagridae","Mystus","Mystus vittatus","Y",NA,NA,14.1224511682928,3.00833891804716
"689","Nandidae","Nandus","Nandus nandus","Y",NA,NA,25.689537469263,6.45756494572228
"690","Cheilodactylidae","Nemadactylus","Nemadactylus bergi","Y",NA,NA,14.2709773169266,2.18656778343476
"691","Nemipteridae","Nemipterus","Nemipterus bipunctatus","Y",NA,NA,28.7528300481509,2.37672339151241
"692","Nemipteridae","Nemipterus","Nemipterus japonicus","Y",NA,NA,28.5245415779628,2.09515960190283
"693","Nemipteridae","Nemipterus","Nemipterus virgatus","Y",NA,NA,27.7131032645091,2.61501046765324
"694","Gempylidae","Neoepinnula","Neoepinnula orientalis","Y",NA,NA,26.9949707202678,3.81107209067249
"695","Gobiidae","Neogobius","Neogobius melanostomus",NA,"Y","Y",14.9030583515613,5.77663576281335
"696","Cyprinidae","Neolissochilus","Neolissochilus hexagonolepis","Y","Y",NA,20.7319752384913,5.86255070990847
"697","Leuciscidae","Nocomis","Nocomis biguttatus",NA,"Y","Y",13.6062461809434,5.14210455444425
"698","Leuciscidae","Nocomis","Nocomis micropogon",NA,"Y","Y",16.2870046460325,4.35755267737467
"699","Leuciscidae","Notemigonus","Notemigonus crysoleucas",NA,"Y","Y",14.0930237465387,8.23847391268121
"700","Labridae","Notolabrus","Notolabrus celidotus",NA,"Y",NA,14.4468999006484,3.05462702530961
"701","Moridae","Notophycis","Notophycis marginata","Y",NA,NA,12.8666081972298,3.45305470835853
"702","Notopteridae","Notopterus","Notopterus notopterus","Y",NA,NA,26.0574931972766,5.68238885824189
"703","Nototheniidae","Notothenia","Notothenia neglecta","Y",NA,NA,0.365564737148778,0.555281146004637
"704","Leuciscidae","Notropis","Notropis anogenus",NA,NA,"Y",12.1834730223804,4.65378772615801
"705","Leuciscidae","Notropis","Notropis atherinoides",NA,"Y","Y",10.0425858147146,7.74857316786392
"706","Leuciscidae","Notropis","Notropis bifrenatus",NA,NA,"Y",13.8599051039733,6.77120414429333
"707","Leuciscidae","Notropis","Notropis blennius",NA,NA,"Y",14.5824038656333,5.75561207234442
"708","Leuciscidae","Notropis","Notropis buccula",NA,"Y",NA,23.5975588184994,2.06679668316784
"709","Leuciscidae","Notropis","Notropis buchanani",NA,NA,"Y",21.4846572520139,4.51067265970739
"710","Leuciscidae","Notropis","Notropis chalybaeus",NA,NA,"Y",22.4804709979799,4.54479717859231
"711","Leuciscidae","Notropis","Notropis cummingsae",NA,"Y",NA,23.461950044751,3.20373349908976
"712","Leuciscidae","Notropis","Notropis dorsalis",NA,"Y","Y",13.1788191041315,4.88208772088247
"713","Leuciscidae","Notropis","Notropis girardi",NA,"Y",NA,19.8467535415488,2.73005437201535
"714","Leuciscidae","Notropis","Notropis heterodon",NA,"Y","Y",11.2196803388448,5.49516909168938
"715","Leuciscidae","Notropis","Notropis heterolepis",NA,NA,"Y",9.10092863143986,6.33884411526356
"716","Leuciscidae","Notropis","Notropis hudsonius","Y","Y","Y",7.69586640050726,7.0449921646235
"717","Leuciscidae","Notropis","Notropis lutipinnis",NA,"Y",NA,21.7510317409746,3.3889919715685
"718","Leuciscidae","Notropis","Notropis nubilus",NA,"Y",NA,18.0579629594428,4.28560807007207
"719","Leuciscidae","Notropis","Notropis oxyrhynchus",NA,"Y",NA,23.7930830008533,2.19033994406613
"720","Leuciscidae","Notropis","Notropis photogenis",NA,NA,"Y",17.2027385522914,3.22685230525879
"721","Leuciscidae","Notropis","Notropis procne",NA,NA,"Y",19.2430947216926,3.68915835557104
"722","Leuciscidae","Notropis","Notropis rubellus",NA,"Y","Y",13.3749739291131,5.81020551069276
"723","Leuciscidae","Notropis","Notropis stramineus",NA,"Y","Y",14.7478174513058,6.10332114093744
"724","Leuciscidae","Notropis","Notropis telescopus",NA,"Y",NA,20.1860785859479,2.97472884073065
"725","Leuciscidae","Notropis","Notropis topeka",NA,"Y",NA,15.1725700247698,3.63853746863827
"726","Leuciscidae","Notropis","Notropis volucellus",NA,NA,"Y",13.4259685729597,8.5901065586111
"727","Ictaluridae","Noturus","Noturus exilis",NA,"Y",NA,19.0292671198088,3.3492281368245
"728","Ictaluridae","Noturus","Noturus flavus",NA,"Y","Y",13.7331223150823,5.01554306860566
"729","Ictaluridae","Noturus","Noturus gyrinus",NA,"Y","Y",17.3414128521168,6.87020446022287
"730","Ictaluridae","Noturus","Noturus insignis",NA,NA,"Y",18.6762535199446,5.16414315490937
"731","Ictaluridae","Noturus","Noturus miurus",NA,NA,"Y",19.3250720836001,3.97315881767611
"732","Ictaluridae","Noturus","Noturus stigmosus",NA,NA,"Y",17.1887476554793,2.83709797182998
"733","Sparidae","Oblada","Oblada melanura","Y",NA,NA,23.6258963045505,2.95665539154808
"734","Lutjanidae","Ocyurus","Ocyurus chrysurus","Y","Y",NA,26.710909159939,2.93815721131261
"735","Odacidae","Odax","Odax pullus","Y",NA,NA,13.931272367853,3.15110697460736
"736","Gobiidae","Odontamblyopus","Odontamblyopus rubicundus","Y",NA,NA,28.14958053928,1.14960826976964
"737","Atherinopsidae","Odontesthes","Odontesthes bonariensis",NA,"Y",NA,20.454850519708,3.74669286776242
"738","Carangidae","Oligoplites","Oligoplites palometa","Y",NA,NA,27.2123967765129,1.57926751905308
"739","Siluridae","Ompok","Ompok bimaculatus","Y",NA,NA,26.5788862649933,5.1761130438593
"740","Siluridae","Ompok","Ompok pabda","Y",NA,NA,23.8542349240697,6.14686125222727
"741","Salmonidae","Oncorhynchus","Oncorhynchus clarkii",NA,"Y",NA,10.4365759990031,6.19129416185218
"742","Salmonidae","Oncorhynchus","Oncorhynchus clarkii",NA,"Y",NA,10.4365759990031,6.19129416185218
"743","Salmonidae","Oncorhynchus","Oncorhynchus gilae",NA,"Y",NA,21.0401081347068,3.36092390527218
"744","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha","Y","Y","Y",5.64956912321203,5.37552739272018
"745","Salmonidae","Oncorhynchus","Oncorhynchus keta","Y","Y",NA,5.29561590142996,5.58154347412605
"746","Salmonidae","Oncorhynchus","Oncorhynchus kisutch","Y","Y","Y",6.60249568715321,5.88902866972387
"747","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Y","Y","Y",8.69084166343931,5.72129260605407
"748","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Y","Y","Y",3.54086150219763,3.77086334405258
"749","Salmonidae","Oncorhynchus","Oncorhynchus tshawytscha","Y","Y","Y",5.60425865011873,5.11982303311598
"750","Hexagrammidae","Ophiodon","Ophiodon elongatus","Y",NA,NA,13.1339638713598,2.7052953133702
"751","Clupeidae","Opisthonema","Opisthonema oglinum","Y",NA,NA,26.2449684937158,3.63666089264992
"752","Cyprinidae","Opsariichthys","Opsariichthys bidens","Y",NA,NA,17.1317079679457,8.71704491404908
"753","Leuciscidae","Opsopoeodus","Opsopoeodus emiliae",NA,NA,"Y",21.7356299507883,5.1053305740577
"754","Cichlidae","Oreochromis","Oreochromis macrochir","Y",NA,NA,23.7793728372054,2.24884191664276
"755","Cichlidae","Oreochromis","Oreochromis mossambicus","Y","Y",NA,23.8197012662107,3.22364111687371
"756","Cichlidae","Oreochromis","Oreochromis niloticus","Y","Y",NA,27.2846356613136,3.64447358649239
"757","Cichlidae","Oreochromis","Oreochromis niloticus","Y","Y",NA,27.2846356613136,3.64447358649239
"758","Cichlidae","Oreochromis","Oreochromis niloticus","Y","Y",NA,27.2846356613136,3.64447358649239
"759","Cichlidae","Oreochromis","Oreochromis niloticus","Y","Y",NA,27.2846356613136,3.64447358649239
"760","Cichlidae","Oreochromis","Oreochromis spilurus","Y",NA,NA,24.4427757726962,4.10686949761319
"761","Cichlidae","Oreochromis","Oreochromis spilurus","Y",NA,NA,24.4427757726962,4.10686949761319
"762","Cichlidae","Oreochromis","Oreochromis spilurus","Y",NA,NA,24.4427757726962,4.10686949761319
"763","Leuciscidae","Orthodon","Orthodon microlepidotus",NA,"Y",NA,16.4478258349475,4.49432438897428
"764","Osmeridae","Osmerus","Osmerus mordax","Y","Y","Y",4.52403836973215,5.00287692022854
"765","Osphronemidae","Osphronemus","Osphronemus goramy","Y",NA,NA,27.4883344847889,1.37559798344487
"766","Cyprinidae","Osteobrama","Osteobrama cotio","Y",NA,NA,25.196751700197,4.47995965513931
"767","Cyprinidae","Osteochilus","Osteochilus vittatus","Y",NA,NA,27.071809165923,2.16456414849462
"768","Sciaenidae","Otolithes","Otolithes ruber","Y",NA,NA,28.0788480390249,1.72025011235747
"769","Labridae","Oxycheilinus","Oxycheilinus digramma","Y",NA,NA,27.8443609268468,1.87853354505795
"770","Eleotridae","Oxyeleotris","Oxyeleotris marmorata","Y",NA,NA,27.1866658929177,1.88250827993828
"771",NA,"Pachypterus","Pachypterus atherinoides","Y",NA,NA,26.3015375125439,6.28702953677077
"772","Sparidae","Pagellus","Pagellus acarne","Y",NA,NA,21.718065452087,4.3154215390682
"773","Sparidae","Pagellus","Pagellus bogaraveo","Y",NA,NA,21.0823699370947,1.80980244649424
"774","Sparidae","Pagellus","Pagellus erythrinus","Y",NA,NA,21.026346260976,4.98144507490548
"775","Nototheniidae","Pagothenia","Pagothenia borchgrevinki","Y","Y",NA,-0.920169708007621,0.353477754362193
"776","Sparidae","Pagrus","Pagrus auratus","Y",NA,NA,22.1281378892002,6.61446770914889
"777","Sparidae","Pagrus","Pagrus auriga","Y",NA,NA,24.4499950149267,2.51133295242028
"778","Sparidae","Pagrus","Pagrus caeruleostictus","Y",NA,NA,24.4809678873704,2.34701040881072
"779","Sparidae","Pagrus","Pagrus major",NA,"Y",NA,26.9585734778444,2.64712237330388
"780","Sparidae","Pagrus","Pagrus pagrus","Y",NA,NA,23.4309583886863,4.00908546919525
"781","Stromateidae","Pampus","Pampus argenteus","Y",NA,NA,23.5196711242866,4.26667336607828
"782","Stromateidae","Pampus","Pampus chinensis","Y",NA,NA,27.2367683853594,2.74084035606052
"783","Stromateidae","Pampus","Pampus punctatissimus","Y",NA,NA,26.0053807325017,3.25254155668807
"784","Pangasiidae","Pangasianodon","Pangasianodon hypophthalmus","Y",NA,NA,27.9356793123102,1.33292071480423
"785","Pangasiidae","Pangasius","Pangasius pangasius","Y","Y",NA,28.4225984330127,1.21397233262727
"786","Cyprinidae","Parabramis","Parabramis pekinensis",NA,"Y",NA,16.3242599684388,9.07765237190865
"787","Cyprinidae","Parachela","Parachela siamensis","Y",NA,NA,27.9105764904597,1.36873313611168
"788","Paralichthyidae","Paralichthys","Paralichthys adspersus","Y",NA,NA,12.9915248349392,5.97068738048806
"789","Paralichthyidae","Paralichthys","Paralichthys californicus",NA,"Y",NA,18.5111941067526,4.57114721963329
"790","Paralichthyidae","Paralichthys","Paralichthys dentatus","Y",NA,NA,20.9567654046751,5.13778982280175
"791","Paralichthyidae","Paralichthys","Paralichthys lethostigma",NA,"Y",NA,26.4552066464554,2.78130259754104
"792","Paralichthyidae","Paralichthys","Paralichthys patagonicus","Y",NA,NA,19.0023307025609,4.15599319372141
"793","Blenniidae","Paralticus","Paralticus amboinensis",NA,"Y",NA,27.4459554473566,1.71071181634402
